Air_Carrier,Event_Date,Country,Location,Airport_Name,Latitude,Longitude,Weather_Condition,Total_Fatal_Injuries,Total_Serious_Injuries,Total_Minor_Injuries,Total_Uninjured,City,State,Countries,Country_Fatal,Country_Uninjured,US_States,States_Fatal,States_Uninjured
DANIELS ARVIN R,5/31/2014,United States,"Mount Pleasant, PA",Mount Pleasant/Scottsdale,040632N,0793249W,VMC,0,1,0,1,Mount Pleasant, PA,,,,,,
"Arizin Ventures, LLC",6/1/2014,United States,"Bedford, MA",LAURENCE G HANSCOM FLD,042288N,0071164W,VMC,7,0,0,0,Bedford, MA,,,,,,
KOSAIR INC,6/1/2014,United States,"Longmont, CO",Vance Brand,040109N,1051236W,VMC,0,0,0,1,Longmont, CO,,,,,,
VALLEY SOARING CLUB INC,6/1/2014,United States,"Middletown, NY",Randall Airport,412555N,0742330W,VMC,0,0,0,1,Middletown, NY,,,,,,
Yukon River Inter-Tribal Watershed Council,6/1/2014,United States,"Galena, AK",Galena,644423N,0156513W,VMC,0,2,0,2,Galena, AK,,,,,,
WIN WIN AVIATION INC,6/1/2014,United States,"Middletown, OH",MIDDLETOWN REGIONAL/HOOK FIELD,393155N,0842347W,VMC,0,0,0,1,Middletown, OH,,,,,,
BUCKSBAUM ROBERT,6/1/2014,United States,"Durango, CO",ANIMAS AIR PARK,371155N,1075218W,VMC,0,0,0,1,Durango, CO,,,,,,
BAY AREA AIR LLC,6/2/2014,United States,"Sebastian, FL",SEBASTIAN MUNI,274848N,0802944W,VMC,0,0,0,1,Sebastian, FL,,,,,,
JULIUS JAMES D,6/2/2014,United States,"Cartersville, GA",Cartersville Airport,034723N,0845055W,VMC,0,0,0,2,Cartersville, GA,,,,,,
Private individual,6/3/2014,United States,"Monroe, LA",MONROE REGIONAL,323142N,0092214W,VMC,0,0,1,0,Monroe, LA,,,,,,
McNeely Charter Service,6/3/2014,United States,"Dayton, TN",Mark Anton Airport,352921N,0085035W,VMC,0,1,0,0,Dayton, TN,,,,,,
PHILLIPS DON J,6/3/2014,United States,"Dayton, NV",Dayton/Carson City,391419N,1193752W,VMC,1,0,0,0,Dayton, NV,,,,,,
GUIDANCE HELICOPTERS INC,6/4/2014,United States,"Prescott, AZ",ERNEST A. LOVE FIELD,344030N,1122539W,VMC,0,0,0,2,Prescott, AZ,,,,,,
GIG HARBOR LIGHT SPORT FLYING CLUB,6/4/2014,United States,"Tacoma, WA",Takoma Narrows,047165N,1223441W,VMC,0,0,0,2,Tacoma, WA,,,,,,
FLYING NEUTRONS LLC,6/4/2014,United States,"Lebanon, OH",WARREN COUNTY/JOHN LANE FIELD,392716N,0841510W,VMC,0,0,0,4,Lebanon, OH,,,,,,
CARTER ROBERT E,6/4/2014,United States,"Fort Worth, TX",Flying Oaks Airport,324945N,0097326W,VMC,0,0,2,0,Fort Worth, TX,,,,,,
READ WILLIAM CHARLES,6/5/2014,United States,"Middleton, WI",MIDDLETON MUNI - MOREY FIELD,043649N,0893158W,VMC,0,0,0,1,Middleton, WI,,,,,,
COGGINS DAVID L,6/6/2014,United States,"Wallis, TX",GHSA-WALLIS GLIDEPORT,293648N,0096140W,VMC,0,1,0,0,Wallis, TX,,,,,,
TURBO D LLC,6/6/2014,United States,"Defuniak Springs, FL",DEFUNIAK SPRINGS,304331N,0008698W,VMC,0,0,0,1,Defuniak Springs, FL,,,,,,
GAU AIR LLC,6/6/2014,United States,"Cross City, FL",CROSS CITY,029384N,0083336W,VMC,0,0,0,1,Cross City, FL,,,,,,
BERG ROBERT O,6/7/2014,United States,"Paso Robles, CA",Oak Country Ranch,353335N,1204732W,VMC,2,0,0,0,Paso Robles, CA,,,,,,
MAYKUTH GERALD S,6/7/2014,United States,"Helena, MT",Silver Creek Airport,464212N,0011246W,VMC,0,0,0,1,Helena, MT,,,,,,
Alexander G. Obersteg,6/7/2014,United States,"Duluth, MN",Duluth International Airport,465256N,0091558W,VMC,1,0,0,0,Duluth, MN,,,,,,
MCGINTY FLYING SERVICE INC,6/7/2014,United States,"Wilmont, AR",Private,033337N,0913417W,VMC,0,0,0,1,Wilmont, AR,,,,,,
AMERICAN AVIATION INC,6/8/2014,United States,"Page, AZ",PAGE MUNI,365533N,1112632W,VMC,0,0,0,3,Page, AZ,,,,,,
CITY OF MESA,6/8/2014,United States,"Mesa, AZ",FALCON FLD,332238N,1114743W,VMC,0,0,0,2,Mesa, AZ,,,,,,
Mid Atlantic Air Museum,6/8/2014,United States,"Reading, PA",READING RGNL/CARL A SPAATZ FIE,402225N,0755733W,VMC,0,0,0,2,Reading, PA,,,,,,
"SPATIAL, INC.",6/10/2014,United States,"Merritt Island, FL",Merritt Island Airport,028225N,0804115W,VMC,2,0,0,0,Merritt Island, FL,,,,,,
Phoenix East Aviation,6/10/2014,United States,"Daytona Beach, FL",Daytona Beach International,291028N,0081317W,VMC,2,0,0,0,Daytona Beach, FL,,,,,,
Aero Transporte S.A.,6/10/2014,Peru,"Pucallpa, Peru",Pucallpa,082233S,0743420W,Unk,0,0,0,8,Pucallpa, Peru,,,,,,
"Semper Fi Aviation, LLC",6/11/2014,United States,"Winner, SD",Winner Regional Airport,432325N,0995032W,VMC,0,0,0,1,Winner, SD,,,,,,
Can See Aviation LLC,6/11/2014,United States,"Anchorage, AK",Merril Field,611248N,1495040W,VMC,0,0,0,3,Anchorage, AK,,,,,,
"East Coast Aeroclub, Inc.",6/11/2014,United States,"Burlington, MA",LAURENCE G HANSCOM FLD,422919N,0711311W,VMC,0,0,0,2,Burlington, MA,,,,,,
TAIGEN ROBERT,6/12/2014,United States,"Mesa, AZ",Falcon Field Airport,332830N,1114235W,VMC,0,0,0,1,Mesa, AZ,,,,,,
ROCKEFELLER RICHARD,6/13/2014,United States,"White Plains, NY",Westchester County,413036N,0734217W,IMC,1,0,0,0,White Plains, NY,,,,,,
CLINE JAMES M,6/13/2014,United States,"Frankfort, KY",Capital City AP,381054N,0845424W,VMC,0,0,0,1,Frankfort, KY,,,,,,
Kenneth Austin,6/13/2014,United States,"Tupelo, MS",Tupelo Regional,341534N,0884346W,VMC,0,0,0,1,Tupelo, MS,,,,,,
Fly Free Skydiving,6/14/2014,United States,"Valmeyer, IL",FESTUS MEMORIAL,381511N,0090196W,VMC,0,0,0,5,Valmeyer, IL,,,,,,
MUNGER RICHARD S,6/15/2014,United States,"Florence, OR",Florence Municipal Airport,435835N,0124625W,IMC,2,0,0,0,Florence, OR,,,,,,
PARKER LARRY,6/15/2014,United States,"Quincy, CA",Ganser Field Airport,395623N,1205626W,VMC,0,0,0,4,Quincy, CA,,,,,,
CURTRIGHT WILLIAM AMES,6/15/2014,United States,"Turner, OR",AMES,444611N,0122586W,VMC,0,0,0,1,Turner, OR,,,,,,
United States Department of Agriculture,6/16/2014,United States,"Fresno, CA",FRESNO YOSEMITE INTL,364623N,1194240W,VMC,0,0,0,2,Fresno, CA,,,,,,
Ping Ze Aviation LLC,6/16/2014,United States,"Pleasanton, TX",Pleasanton Municipal,285734N,0982922W,VMC,0,5,0,1,Pleasanton, TX,,,,,,
STUART CROMWELL LLC,6/16/2014,United States,"Springview, NE",Springview,424912N,0994421W,VMC,0,0,0,1,Springview, NE,,,,,,
William McCarter,6/16/2014,United States,"Melfa, VA",Accomack County Airport,373849N,0754540W,VMC,0,1,0,1,Melfa, VA,,,,,,
Ace Pilot Training,6/17/2014,United States,"Allentown, PA",Lehigh Valley International,040398N,0752626W,VMC,0,1,0,0,Allentown, PA,,,,,,
Terry A Hall,6/17/2014,United States,"Pennsboro, WV",Private Airstrip,039171N,0080582W,VMC,0,0,0,2,Pennsboro, WV,,,,,,
Federal Aviation Administration,6/17/2014,United States,"Decatur, TX",Decatur Muncipal,331528N,0973452W,VMC,0,2,0,0,Decatur, TX,,,,,,
SYNFUELS HOLDINGS FINANCE LLC,6/18/2014,United States,"Huntsville, AL",Huntsville International Arpt,343754N,0086479W,VMC,3,0,0,0,Huntsville, AL,,,,,,
"MCCORMACK, TIM DUB",6/18/2014,United States,"Lake City, AR",Private Strip,355436N,0902917W,VMC,0,0,0,1,Lake City, AR,,,,,,
CHORMAN SPRAYING LLC,6/18/2014,United States,"Farmington, DE",CHORMAN,385035N,0753628W,VMC,0,1,0,0,Farmington, DE,,,,,,
ELLIOTT PATRICK K SR,6/19/2014,United States,"Salmon, ID","Ramshorn  ID,137",445250N,1142718W,VMC,0,0,0,2,Salmon, ID,,,,,,
HDS INC,6/19/2014,United States,"Beech Grove, AR",Private,036937N,0903639W,VMC,0,0,0,1,Beech Grove, AR,,,,,,
"Helicopter Services and Technologies, LLC",6/19/2014,United States,"Moscow Mills, MO",Greensfield Airport,385627N,0905438W,VMC,0,2,0,0,Moscow Mills, MO,,,,,,
THOMPSON JAMES A,6/20/2014,United States,"Port Orchard, WA",VAUGHAN RANCH AIRFIELD,472754N,0122346W,VMC,0,0,0,1,Port Orchard, WA,,,,,,
OMNI AIR INTERNATIONAL INC,6/20/2014,Afghanistan,"Kabul, Afghanistan",Kabul International Airport,343342N,0691344E,VMC,0,4,0,77,Kabul, Afghanistan,,,,,,
CESSNA EMPLOYEES FLYING CLUB,6/20/2014,United States,"Wichita, KS",WICHITA MID-CONTINENT,037390N,0972559W,VMC,0,0,0,2,Wichita, KS,,,,,,
William Harward,6/21/2014,United States,"Zephryhills, FL",ZEPHYRHILLS MUNI,281325N,0082913W,VMC,0,0,0,1,Zephryhills, FL,,,,,,
Pilot,6/21/2014,United States,"Sauk Rapids, MN",St Cloud Regional Airport,453527N,0094939W,VMC,2,0,0,0,Sauk Rapids, MN,,,,,,
Tim G Payne,6/21/2014,United States,"Mt. Comfort, IN",INDIANAPOLIS RGNL,395132N,0855433W,VMC,0,0,0,2,Mt. Comfort, IN,,,,,,
"ZACH PROPANE SERVICE, INC",6/21/2014,United States,"Wayne, NE",Wayne Muni/Stan Morris Field,421430N,0965856W,VMC,0,1,0,0,Wayne, NE,,,,,,
PARKER JERRY L,6/22/2014,United States,"Livermore, CA",LIVERMORE MUNI,374234N,1214623W,VMC,1,0,0,0,Livermore, CA,,,,,,
MARTIN KI,6/22/2014,United States,"Tampa, FL",Tampa Executive Airport,028050N,0822042W,VMC,1,0,0,0,Tampa, FL,,,,,,
BOLLINGER ROBERT L,6/22/2014,United States,"Fairfield, IA",FAIRFIELD MUNICIPAL,041321N,0915851W,VMC,1,0,0,0,Fairfield, IA,,,,,,
Pilot Training Center LLC,6/24/2014,United States,"Miami, FL",Kendall-Tamiami Executive,253852N,0802558W,VMC,0,0,0,1,Miami, FL,,,,,,
"BECS, LLC",6/25/2014,United States,"Houston, MS",Houston Municipal,335325N,0089110W,VMC,0,2,0,3,Houston, MS,,,,,,
RIDGEAIRE INC,6/25/2014,United States,"Kalispell, MT",Glacier Park International,481838N,1141522W,VMC,0,2,0,0,Kalispell, MT,,,,,,
J A FLIGHT SERVICES LLC,6/25/2014,United States,"Knox, IN",STARKE COUNTY,411949N,0863953W,VMC,0,0,0,2,Knox, IN,,,,,,
Air Methods,6/26/2014,United States,"Temple, TX",Central Texas Regional,003196N,0972427W,VMC,0,0,0,3,Temple, TX,,,,,,
TACKETT JOHN Z,6/26/2014,United States,"Gulf Shores, AL",JACK EDWARDS,301723N,0874018W,VMC,0,0,0,2,Gulf Shores, AL,,,,,,
KING AG AVIATION INC,6/26/2014,United States,"Sudan, TX",FAIRVIEW FIELD,341210N,1023317W,VMC,0,1,0,0,Sudan, TX,,,,,,
SURDEX CORPORATION,6/27/2014,United States,"Indianapolis, IN",Indianapolis International,394351N,0861721W,VMC,0,2,0,0,Indianapolis, IN,,,,,,
Jao-Shiang Luo,6/28/2014,United States,"Danbury, CT",Danbury Municipal Airport,412225N,0073291W,VMC,0,0,0,3,Danbury, CT,,,,,,
Private Individual,6/28/2014,United States,"Holland, MI",WEST MICHIGAN RGNL,424439N,0086632W,VMC,0,0,0,1,Holland, MI,,,,,,
CORRADI JOHN,6/29/2014,United States,"Warrenton, VA",FLYING CIRCUS AERODROME,383258N,0077431W,VMC,0,1,0,0,Warrenton, VA,,,,,,
Trax Air,6/29/2014,United States,"Orlando, FL",Orlando Executive Airport,283244N,0811959W,VMC,0,2,0,0,Orlando, FL,,,,,,
University of Central Missouri,7/1/2014,United States,"Joplin, MO",Joplin Regional Airport,003797N,0942954W,VMC,0,0,0,1,Joplin, MO,,,,,,
ANGEL BROTHERS AVIATION LTD,7/1/2014,United States,"San Antonio, TX",SAN ANTONIO INTL,029322N,0098289W,VMC,0,0,0,4,San Antonio, TX,,,,,,
Iron Compass Aviation,7/2/2014,United States,"Granbury, TX",Granbury Regional Airport,322610N,0974848W,VMC,0,0,0,2,Granbury, TX,,,,,,
George A. Atiyeh,7/2/2014,United States,"Harrison, AR",Boone County,003600N,0009300W,VMC,0,0,1,0,Harrison, AR,,,,,,
KC Copters,7/2/2014,United States,"Olathe, KS",JOHNSON COUNTY EXECUTIVE,385114N,0094447W,VMC,0,0,0,2,Olathe, KS,,,,,,
QUAD CITY SKYDIVING CENTER INC,7/2/2014,United States,"Geneseo, IL",Geneseo Airpark,412627N,0009090W,VMC,0,1,0,0,Geneseo, IL,,,,,,
AMERICAN EAST AIRWAYS CORP,7/3/2014,United States,"Willcox, AZ",Cochise County Airport,321444N,1095341W,VMC,0,0,0,2,Willcox, AZ,,,,,,
Vance Alexander,7/3/2014,United States,"Monroeville, AL",MONROE COUNTY,312717N,0872142W,VMC,0,2,0,0,Monroeville, AL,,,,,,
BICK FREDERIC A,7/4/2014,United States,"Nephi, UT",NEPHI MUNICIPAL AIRPORT,394411N,1115212W,VMC,0,1,0,0,Nephi, UT,,,,,,
SCHNABEL JOHN A,7/5/2014,United States,"Gasport, NY",Royalton Airport,431052N,0783325W,VMC,1,0,0,0,Gasport, NY,,,,,,
Don E Rosenthal,7/5/2014,United States,"Mt. Vernon, IL",MOUNT VERNON,381924N,0885131W,VMC,0,0,0,1,Mt. Vernon, IL,,,,,,
MYERS STEPHEN L,7/6/2014,United States,"Topping, VA",HUMMEL FIELD,373524N,0762738W,VMC,2,0,0,0,Topping, VA,,,,,,
PIEDMONT SOARING SOCIETY,7/6/2014,United States,"Mocksville, NC",BAHNSON,355550N,0080240W,VMC,0,0,0,2,Mocksville, NC,,,,,,
LAVINIA AIRCRAFT LEASING LLC,7/7/2014,United States,"Denver, CO",CENTENNIAL,393420N,1045053W,VMC,0,0,0,1,Denver, CO,,,,,,
Air Assault LLC,7/7/2014,United States,"Carthage, IL",PVT,402851N,0009146W,VMC,0,1,0,0,Carthage, IL,,,,,,
Pilot,7/7/2014,United States,"Wichita, KS",Wichita Mid-Continent Airport,037390N,0972550W,VMC,0,0,0,2,Wichita, KS,,,,,,
JOHN R. CILIBERTI,7/8/2014,United States,"Fall City, WA",FALL CITY,473331N,1215241W,VMC,1,0,0,0,Fall City, WA,,,,,,
Navy Annapolis Flight Center,7/8/2014,United States,"Edgewater, MD",LEE,385634N,0076346W,VMC,0,0,0,2,Edgewater, MD,,,,,,
STEPHAN DIEDRICH,7/8/2014,United States,"Sand Point, ID",SANDPOINT,481758N,1163336W,VMC,0,0,0,2,Sand Point, ID,,,,,,
DELCONTE EMIDIO J,7/8/2014,United States,"Cove, OR",MINAM LODGE,453412N,1173141W,VMC,0,1,0,0,Cove, OR,,,,,,
"Southeast Aviation Services, Inc.",7/10/2014,United States,"Titusville, FL",Arthur Dunn Airpark,263633N,0804929W,VMC,0,2,0,0,Titusville, FL,,,,,,
SARVIS THOMAS WESLEY,7/10/2014,United States,"Andrews, NC",WESTERN CAROLINA RGNL,351113N,0835235W,VMC,0,0,0,1,Andrews, NC,,,,,,
GILLILAND WILLIAM M,7/11/2014,United States,"Greenwood, IN",GREENWOOD MUNI,393653N,0086529W,VMC,1,0,1,0,Greenwood, IN,,,,,,
Chandler Air Services Inc.,7/11/2014,United States,"Chandler, AZ",Chandler Municipal,331424N,1114645W,VMC,0,0,0,1,Chandler, AZ,,,,,,
Delta Air Lines,7/11/2014,United States,"Los Angeles, CA",LOS ANGELES INTL,335630N,1182430W,Unk,0,0,0,208,Los Angeles, CA,,,,,,
HINKLE AVIATION,7/11/2014,United States,"Cavalier, ND",Private strip,484640N,0974018W,VMC,0,0,0,1,Cavalier, ND,,,,,,
TATE CLARKE W,7/12/2014,United States,"Limington, ME",Limington-Harmon Airport,434545N,0704039W,VMC,1,0,0,0,Limington, ME,,,,,,
WISCONSIN FOX RIVER FLYERS INC,7/13/2014,United States,"Waukesha, WI",WAUKESHA COUNTY,043228N,0881413W,VMC,0,2,0,0,Waukesha, WI,,,,,,
CIVIL AIR PATROL,7/14/2014,United States,"Warm Springs, GA",ROOSEVELT MEMORIAL,325619N,0844147W,VMC,0,0,0,4,Warm Springs, GA,,,,,,
Pilot,7/14/2014,United States,"Wichita Falls, TX",WICHITA VALLEY,335651N,0983658W,VMC,0,0,0,1,Wichita Falls, TX,,,,,,
AIRBUS HELICOPTERS INC,7/15/2014,United States,"Grand Praire, TX",Grand Prairie Manicipal,032420N,0097253W,VMC,0,0,0,2,Grand Praire, TX,,,,,,
BAIN AVIATION INC,7/16/2014,United States,"Parma, ID",50S,434643N,1165519W,VMC,0,1,0,0,Parma, ID,,,,,,
KEPNER CHARLES M,7/16/2014,United States,"Midland, MI",Private,433947N,0841541W,VMC,0,0,0,1,Midland, MI,,,,,,
SECOND WIND AIRCRAFT SERVICES INC,7/16/2014,United States,"Pompano Beach, FL",Pompano Beach Airpark,261441N,0080622W,VMC,0,0,0,2,Pompano Beach, FL,,,,,,
Flightline,7/16/2014,United States,"Murphysboro, IL",SOUTHERN ILLINOIS,374641N,0089157W,Unk,0,0,0,0,Murphysboro, IL,,,,,,
CIVIL AIR PATROL INC,7/17/2014,United States,"Hagerstown, MD",Hagerstown Regional Airport,394049N,0077393W,VMC,0,0,0,1,Hagerstown, MD,,,,,,
Aerp Association of Cal Tech,7/18/2014,United States,"El Monte, CA",San Gabriel Valley Airport,034516N,0011829W,VMC,0,0,0,2,El Monte, CA,,,,,,
LARSEN NORMAN K,7/18/2014,United States,"Hoopa, CA",HOOPA,041216N,1233957W,VMC,0,0,0,1,Hoopa, CA,,,,,,
PETER K L'ESPERANCE,7/18/2014,United States,"St. Louis, MO",Creve Couer,384158N,0902811W,VMC,0,1,0,1,St. Louis, MO,,,,,,
TENEYCK ROBERT R,7/19/2014,United States,"Hubbart, OR",LENHARDT AIRPARK,451018N,1224527W,VMC,0,2,0,0,Hubbart, OR,,,,,,
Alan W. Sizemore,7/19/2014,United States,"Wichita Falls, TX",Kickapoo Downtown,335138N,0982921W,VMC,0,0,0,2,Wichita Falls, TX,,,,,,
Johnathan P McGeary,7/20/2014,United States,"Sedona, AZ",SEDONA,345427N,1115144W,VMC,4,0,0,0,Sedona, AZ,,,,,,
ZAYTSEV PETR,7/20/2014,United States,"Moriarty, NM",MORIARTY,345841N,0010600W,VMC,0,0,0,1,Moriarty, NM,,,,,,
Indy Jet Center,7/21/2014,United States,"Greenfield, IN",Indianapolis Regional Airport,395037N,0855349W,VMC,0,0,0,1,Greenfield, IN,,,,,,
Father John 77 Flying Club,7/22/2014,United States,"Flushing, MI",Dalton Airport,004339N,0834818W,VMC,0,2,0,0,Flushing, MI,,,,,,
FORD JAMES C,7/22/2014,United States,"Chatham, MA",Chatham Municipal,414113N,0695927W,VMC,0,0,0,1,Chatham, MA,,,,,,
ROTH AERIAL SPRAYING INC,7/23/2014,United States,"Milford, NE",ROTH,040461N,0097440W,VMC,0,0,0,1,Milford, NE,,,,,,
Grand Canyon Airlines,7/25/2014,United States,"Boulder City, NV",Boulder City,355651N,1145118W,VMC,0,0,0,9,Boulder City, NV,,,,,,
Croom Aviation,7/25/2014,United States,"Bonifay, FL",Tri-County Airport,305043N,0853526W,VMC,0,0,0,1,Bonifay, FL,,,,,,
WRIGHT THOMAS R,7/26/2014,United States,"Caputa, SD",Private Airstrip,435838N,1025854W,VMC,0,0,0,2,Caputa, SD,,,,,,
HENKE PETROLEUM CORP,7/27/2014,United States,"Pueblo, CO",Pueblo Memorial,381721N,1042948W,VMC,0,0,1,1,Pueblo, CO,,,,,,
ALLEN C KEVIN,7/27/2014,United States,"Clayton, GA",Big Creek Flying Ranch,344958N,0832435W,VMC,0,0,0,2,Clayton, GA,,,,,,
STOCKSTILL FRANK T,7/27/2014,United States,"Houston, TX",Ellington Airport,293552N,0095951W,VMC,0,0,0,1,Houston, TX,,,,,,
Red Baron AG Service Inc,7/28/2014,United States,"Hazelton, ID",HAZELTON MUNI,423434N,0114810W,VMC,0,0,0,1,Hazelton, ID,,,,,,
Travis Ball,7/28/2014,United States,"Dillingham, AK",Dillingham Municipal Airport,584910N,1575139W,VMC,0,0,0,3,Dillingham, AK,,,,,,
BUX AVIATION LLC,7/29/2014,United States,"Waterloo, NY",AIRTREK,042510N,0765059W,VMC,0,1,0,0,Waterloo, NY,,,,,,
LAIN CHARLES M,7/29/2014,United States,"Pine Bluff, AR",GRIDER FIELD,341021N,0091569W,VMC,0,0,0,1,Pine Bluff, AR,,,,,,
Pilot,7/30/2014,United States,"Oshkosh, WI",GALLINGER,004441N,0883328W,VMC,0,0,2,0,Oshkosh, WI,,,,,,
Atlantic Airways,7/30/2014,United States,"Winchester, VA",WINCHESTER RGNL,039837N,0078840W,VMC,0,0,0,1,Winchester, VA,,,,,,
Walter Ramseur,7/30/2014,United States,"San Carlos, CA",San Carlos Airport,372924N,1221534W,VMC,0,0,0,1,San Carlos, CA,,,,,,
United Airlines,7/30/2014,United States,"San Diego, CA",SAN DIEGO INTL,324359N,1171117W,VMC,0,0,0,174,San Diego, CA,,,,,,
Harris County Sheriff's Office,7/30/2014,United States,"Spring, TX",David Wayne Hooks Airport,030343N,0953310W,VMC,0,0,0,1,Spring, TX,,,,,,
Pilot,7/31/2014,United States,"Oshkosh, WI",WITTMAN RGNL,435820N,0883315W,VMC,1,0,1,0,Oshkosh, WI,,,,,,
Danny Smith,7/31/2014,United States,"Helena, AL",Bessemer,331845N,0865535W,VMC,0,0,4,0,Helena, AL,,,,,,
ATP AIRCRAFT 2 LLC,7/31/2014,United States,"Jacksonville, FL",Cecil Airport,030138N,0815238W,VMC,0,0,0,2,Jacksonville, FL,,,,,,
Glenn Air Inc.,7/31/2014,United States,"Talkeetna, AK",High Lake Lodge,625029N,0149621W,VMC,0,0,0,2,Talkeetna, AK,,,,,,
BOYD GROUP LLC,7/31/2014,United States,"Oakdale, LA",ALLEN PARISH,315514N,0923823W,VMC,0,0,0,1,Oakdale, LA,,,,,,
KASW AVIATION LLC,7/31/2014,United States,"Warsaw, IN",Warsaw Municipal Airport,411629N,0855024W,VMC,0,0,0,2,Warsaw, IN,,,,,,
HELI-FLITE INC,8/1/2014,United States,"Tahoma, CA",Lakeshore,039017N,1201520W,VMC,0,0,2,2,Tahoma, CA,,,,,,
MACYS FLYING SERVICE INC,8/1/2014,United States,"Tulelake, CA",TULELAKE MUNI,415713N,1213334W,VMC,1,0,0,0,Tulelake, CA,,,,,,
C.A.M.S Flight School,8/1/2014,United States,"Apalachicola, FL",APALACHICOLA REGIONAL,294339N,0085138W,VMC,0,1,0,0,Apalachicola, FL,,,,,,
Saratoga Skydive,8/2/2014,United States,"Gansevoort, NY",HEBER AIRPARK,431125N,0733822W,VMC,2,0,0,0,Gansevoort, NY,,,,,,
ETS AVIATION LLC,8/2/2014,United States,"Statesville, NC",Statesville Regional,354648N,0805245W,IMC,0,2,0,2,Statesville, NC,,,,,,
MCNEESE STEVEN R,8/2/2014,United States,"Palmer, AK",BUTTE MUNI,613151N,0149042W,VMC,0,0,0,1,Palmer, AK,,,,,,
Thomad E. Mau,8/2/2014,United States,"Beach, ND",Beach,046390N,1034048W,VMC,0,0,0,1,Beach, ND,,,,,,
Delano M. Coelho,8/3/2014,Brazil,"Balsas, Brazil",Balsas Airport,007324S,0046232W,VMC,5,0,0,0,Balsas, Brazil,,,,,,
Private Individual,8/3/2014,United States,"Frankfort, MI",FRANKFORT DOW MEMORIAL FIELD,443722N,0861153W,VMC,0,2,0,0,Frankfort, MI,,,,,,
BEACHY MARTIN JR,8/4/2014,United States,"New Berlin, PA",Saurers Field,040532N,0765848W,VMC,0,0,0,2,New Berlin, PA,,,,,,
LANCE MURRAY AVIATION LLC,8/5/2014,United States,"Oceanside, CA",OCEANSIDE MUNI,331317N,1172039W,VMC,0,0,0,2,Oceanside, CA,,,,,,
"Great Lakes Air Ventures, LLC",8/5/2014,United States,"Manistee, MI",Manistee County-Blacker,441621N,0861449W,VMC,0,4,0,0,Manistee, MI,,,,,,
Flight Instructor,8/5/2014,United States,"Burnet, TX",Burnet Municipal Airport-Kate,304420N,0981419W,VMC,0,0,0,2,Burnet, TX,,,,,,
WILKINS PETER E,8/6/2014,United States,"Three Rivers, MI",Three Rivers Municipal,415731N,0853531W,VMC,0,1,0,0,Three Rivers, MI,,,,,,
NEWSOM WILLIAM A JR,8/8/2014,United States,"BAKERSFIELD, CA",BAKERSFIELD MUNI,351929N,1185945W,VMC,0,0,0,1,BAKERSFIELD, CA,,,,,,
"DIDIER, STEVEN J.",8/9/2014,United States,"Kamiah, ID",KAMIAH MUNI,461312N,0116036W,VMC,0,1,0,0,Kamiah, ID,,,,,,
DENAIR INC,8/9/2014,United States,"Lakeville, NY",LAKEVILLE,424935N,0774252W,VMC,0,0,0,1,Lakeville, NY,,,,,,
MESA AIRLINES INC,8/9/2014,United States,"San Antonio, TX",SAN ANTONIO INTL,293137N,0982819W,VMC,0,0,0,80,San Antonio, TX,,,,,,
NOBLE AIRVENTURES LLC,8/9/2014,United States,"Stow, MA",MINUTE MAN AIR FIELD,422738N,0071314W,VMC,0,0,0,2,Stow, MA,,,,,,
FLAUGHER JONATHAN,8/10/2014,United States,"Fresno, CA",Sierra Sky Park Airport,365015N,0119526W,VMC,0,0,0,3,Fresno, CA,,,,,,
Christopher Cyphers,8/10/2014,United States,"Big Lake, AK",Big Lake Airport,611926N,1492924W,VMC,1,0,1,0,Big Lake, AK,,,,,,
Pilot,8/10/2014,United States,"Boulder Junction, WI",Boulder Junction Payzer Airpor,046815N,0893846W,VMC,0,0,1,0,Boulder Junction, WI,,,,,,
PIEDMONT AIRLINES INC,8/10/2014,United States,"Harrisburg, PA",HARRISBURG INTL,401136N,0764546W,VMC,0,0,0,20,Harrisburg, PA,,,,,,
DANIC ELECTRIC CORP,8/10/2014,United States,"Block Island, RI",Block Island State Airport,041105N,0713440W,VMC,0,0,0,3,Block Island, RI,,,,,,
Erhart Aerial Spraying,8/13/2014,United States,"Cimarron, KS",Dodge City Regional,375624N,1001836W,VMC,0,0,1,0,Cimarron, KS,,,,,,
Andrade Empr. E Participacoes Ltda.,8/13/2014,Brazil,"Santos, Brazil",Base Aerea De Santos,235735S,0461937W,IMC,7,0,0,0,Santos, Brazil,,,,,,
BACK NINE AERIAL LLC,8/13/2014,United States,"Lancaster, WI",LANCASTER MUNI,424545N,0903935W,VMC,0,0,0,1,Lancaster, WI,,,,,,
KEMPER EUGENE L JR,8/13/2014,United States,"Salmon, ID",Lemhi County Airport,045715N,1135231W,VMC,0,1,0,1,Salmon, ID,,,,,,
Pilot,8/13/2014,United States,"Columbus, NM",First Aero Squadron Airpark,314911N,1073822W,VMC,0,0,0,1,Columbus, NM,,,,,,
SOUTHWEST AIRLINES CO,8/14/2014,United States,"Salt Lake City, UT",SALT LAKE CITY INTL,404711N,1115823W,VMC,0,0,0,5,Salt Lake City, UT,,,,,,
HILWIG KARA,8/14/2014,United States,"Gustavus, AK",Excursion Inlet,585424N,1354524W,VMC,0,0,0,3,Gustavus, AK,,,,,,
